jurisdiction,precinct_id,party,precinct_total_reg,precinct_total_party_reg,precinct_pct_black,precinct_pct_party_black,precinct_pct_white,precinct_pct_party_white,precinct_pct_nonwhite,precinct_pct_party_nonwhite,precinct_avg_age,precinct_avg_party_age,precinct_pct_una,precinct_pct_party_election_day_lag
ALAMANCE,08N,Republican,2927,1126,0.07242910830201571,0.007104795737122558,0.791595490263068,0.9218472468916519,0.208404509736932,0.07815275310834814,50.19610522719508,51.7797513321492,0.3512128459173215,0.2756598240469208
ALAMANCE,08S,Democrat,1581,312,0.05313092979127135,0.16987179487179488,0.8399746995572422,0.6826923076923077,0.16002530044275776,0.3173076923076923,51.41745730550284,56.42948717948718,0.3390259329538267,0.3880597014925373
ALAMANCE,08S,Republican,1581,724,0.05313092979127135,0.006906077348066298,0.8399746995572422,0.9281767955801105,0.16002530044275776,0.0718232044198895,51.41745730550284,52.476519337016576,0.3390259329538267,0.2828282828282828
ALAMANCE,09N,Democrat,2562,825,0.21311475409836064,0.503030303030303,0.650663544106167,0.3793939393939394,0.34933645589383294,0.6206060606060606,51.30757220921156,54.050909090909094,0.3430913348946136,0.30888575458392104
ALAMANCE,09N,Republican,2562,843,0.21311475409836064,0.017793594306049824,0.650663544106167,0.8683274021352313,0.34933645589383294,0.13167259786476868,51.30757220921156,53.19335705812574,0.3430913348946136,0.3222811671087533
ALAMANCE,09S,Democrat,4902,1392,0.11260709914320685,0.3117816091954023,0.7378620971032231,0.5179597701149425,0.26213790289677685,0.48204022988505746,49.986740106079154,52.58692528735632,0.36107711138310894,0.3031640912435614
ALAMANCE,09S,Republican,4902,1695,0.11260709914320685,0.005309734513274336,0.7378620971032231,0.8997050147492626,0.26213790289677685,0.10029498525073746,49.986740106079154,52.09675516224189,0.36107711138310894,0.24795081967213115
ALAMANCE,103,Democrat,3675,995,0.15510204081632653,0.39899497487437185,0.6938775510204082,0.43316582914572865,0.30612244897959184,0.5668341708542713,50.0269387755102,51.004020100502515,0.374421768707483,0.28606658446362515
ALAMANCE,103,Republican,3675,1279,0.15510204081632653,0.011727912431587178,0.6938775510204082,0.9030492572322126,0.30612244897959184,0.09695074276778734,50.0269387755102,54.27599687255668,0.374421768707483,0.2080772607550483
ALAMANCE,104,Democrat,2242,853,0.2564674397859054,0.492379835873388,0.572256913470116,0.36107854630715125,0.427743086529884,0.6389214536928488,48.067796610169495,50.74560375146542,0.3951828724353256,NA
ALAMANCE,104,Republican,2242,483,0.2564674397859054,0.020703933747412008,0.572256913470116,0.8633540372670807,0.427743086529884,0.13664596273291926,48.067796610169495,51.857142857142854,0.3951828724353256,NA
ALAMANCE,10N,Democrat,3629,1047,0.13612565445026178,0.35721107927411655,0.7305042711490769,0.5138490926456543,0.2694957288509231,0.48615090735434574,51.387985670983745,54.15377268385864,0.3725544227059796,0.34398496240601506
ALAMANCE,10N,Republican,3629,1209,0.13612565445026178,0.011579818031430935,0.7305042711490769,0.9098428453267163,0.2694957288509231,0.09015715467328371,51.387985670983745,54.67245657568238,0.3725544227059796,0.21779661016949153
ALAMANCE,10S1,Democrat,6169,2257,0.2723293888798833,0.5338945502879929,0.5851839844383206,0.33540097474523706,0.41481601556167935,0.664599025254763,48.02917814880856,49.25520602569783,0.3741287080564111,NA
ALAMANCE,10S1,Republican,6169,1563,0.2723293888798833,0.023032629558541268,0.5851839844383206,0.8784388995521433,0.41481601556167935,0.12156110044785669,48.02917814880856,52.134996801023675,0.3741287080564111,NA
ALAMANCE,11,Democrat,3534,1414,0.34210526315789475,0.7086280056577087,0.5396151669496322,0.18882602545968882,0.46038483305036787,0.8111739745403111,50.788624787775895,54.997171145685996,0.2982456140350877,0.2248438584316447
ALAMANCE,11,Republican,3534,1048,0.34210526315789475,0.02767175572519084,0.5396151669496322,0.892175572519084,0.46038483305036787,0.10782442748091603,50.788624787775895,51.55057251908397,0.2982456140350877,0.19623971797884843
ALAMANCE,1210,Democrat,1991,787,0.3329984932194877,0.6149936467598475,0.5158211953792065,0.24904701397712833,0.48417880462079355,0.7509529860228716,48.22601707684581,47.95552731893265,0.3415369161225515,0.25063291139240507
ALAMANCE,1210,Republican,1991,500,0.3329984932194877,0.02,0.5158211953792065,0.896,0.48417880462079355,0.104,48.22601707684581,56.918,0.3415369161225515,0.26695842450765866
ALAMANCE,124,Democrat,1782,612,0.1739618406285073,0.39215686274509803,0.6952861952861953,0.4820261437908497,0.3047138047138047,0.5179738562091504,51.68967452300786,53.638888888888886,0.35970819304152635,0.3358547655068079
ALAMANCE,124,Republican,1782,514,0.1739618406285073,0.009727626459143969,0.6952861952861953,0.9221789883268483,0.3047138047138047,0.07782101167315175,51.68967452300786,55.28793774319066,0.35970819304152635,0.2797494780793319
ALAMANCE,125,Democrat,1980,592,0.1388888888888889,0.3310810810810811,0.7232323232323232,0.5456081081081081,0.2767676767676768,0.4543918918918919,56.9020202020202,59.057432432432435,0.3611111111111111,0.32653061224489793
ALAMANCE,125,Republican,1980,662,0.1388888888888889,0.0075528700906344415,0.7232323232323232,0.9214501510574018,0.2767676767676768,0.07854984894259819,56.9020202020202,62.49546827794562,0.3611111111111111,0.3257918552036199
ALAMANCE,126,Democrat,1754,449,0.04732041049030787,0.12694877505567928,0.8740022805017104,0.7906458797327395,0.1259977194982896,0.20935412026726058,58.47263397947548,62.636971046770604,0.34777651083238315,0.5059523809523809
ALAMANCE,126,Republican,1754,689,0.04732041049030787,0.001451378809869376,0.8740022805017104,0.9593613933236574,0.1259977194982896,0.040638606676342524,58.47263397947548,60.11175616835994,0.34777651083238315,0.3442622950819672
ALAMANCE,127,Democrat,4244,2262,0.5070688030160226,0.7559681697612732,0.30442978322337416,0.11715296198054818,0.6955702167766258,0.8828470380194519,47.103911404335534,50.794871794871796,0.3018378887841659,0.22955032119914348
ALAMANCE,127,Republican,4244,666,0.5070688030160226,0.08408408408408409,0.30442978322337416,0.7597597597597597,0.6955702167766258,0.24024024024024024,47.103911404335534,48.614114114114116,0.3018378887841659,0.19144981412639406
ALAMANCE,128,Democrat,1991,965,0.43997990959316924,0.6476683937823834,0.3656454043194375,0.18031088082901556,0.6343545956805625,0.8196891191709844,48.84630838774485,51.29637305699482,0.3415369161225515,0.188212927756654
ALAMANCE,128,Republican,1991,338,0.43997990959316924,0.10059171597633136,0.3656454043194375,0.7692307692307693,0.6343545956805625,0.23076923076923078,48.84630838774485,55.69822485207101,0.3415369161225515,0.14556962025316456
ALAMANCE,129,Democrat,1727,456,0.13781123335263462,0.41228070175438597,0.7417486971627099,0.47368421052631576,0.2582513028372901,0.5263157894736842,53.70990156340475,53.91228070175438,0.32020845396641573,0.3333333333333333
ALAMANCE,129,Republican,1727,704,0.13781123335263462,0.011363636363636364,0.7417486971627099,0.9090909090909091,0.2582513028372901,0.09090909090909091,53.70990156340475,57.44886363636363,0.32020845396641573,0.2635542168674699
ALAMANCE,12E,Democrat,1608,762,0.37002487562189057,0.5774278215223098,0.3762437810945274,0.20078740157480315,0.6237562189054726,0.7992125984251969,47.28793532338308,49.43700787401575,0.34888059701492535,0.18089171974522292
ALAMANCE,12E,Republican,1608,272,0.37002487562189057,0.025735294117647058,0.3762437810945274,0.8051470588235294,0.6237562189054726,0.1948529411764706,47.28793532338308,55.779411764705884,0.34888059701492535,0.18007662835249041
ALAMANCE,12N,Democrat,3288,2089,0.5964111922141119,0.7745332695069411,0.19525547445255476,0.07467687888942078,0.8047445255474452,0.9253231211105792,49.972627737226276,52.99521302058401,0.2712895377128954,0.23537477148080438
ALAMANCE,12N,Republican,3288,295,0.5964111922141119,0.09491525423728814,0.19525547445255476,0.7661016949152543,0.8047445255474452,0.23389830508474577,49.972627737226276,55.76949152542373,0.2712895377128954,0.13186813186813187
ALAMANCE,12S,Democrat,1252,575,0.38338658146964855,0.6104347826086957,0.3490415335463259,0.16695652173913045,0.6509584664536742,0.8330434782608696,45.48482428115016,47.9704347826087,0.36661341853035145,0.19682539682539682
ALAMANCE,12S,Republican,1252,213,0.38338658146964855,0.07511737089201878,0.3490415335463259,0.7793427230046949,0.6509584664536742,0.22065727699530516,45.48482428115016,51.647887323943664,0.36661341853035145,0.23404255319148937
ALAMANCE,12W,Democrat,1996,755,0.14879759519038077,0.2900662251655629,0.7224448897795591,0.5589403973509933,0.2775551102204409,0.4410596026490066,52.53356713426854,53.64370860927152,0.35070140280561124,0.45874125874125876
ALAMANCE,12W,Republican,1996,523,0.14879759519038077,0.017208413001912046,0.7224448897795591,0.9292543021032504,0.2775551102204409,0.07074569789674952,52.53356713426854,58.34034416826004,0.35070140280561124,0.3025830258302583
ALAMANCE,13,Democrat,3770,1552,0.3169761273209549,0.615979381443299,0.5106100795755968,0.2338917525773196,0.48938992042440316,0.7661082474226805,49.789124668435015,53.38659793814433,0.32360742705570295,0.2530744336569579
ALAMANCE,13,Republican,3770,974,0.3169761273209549,0.028747433264887063,0.5106100795755968,0.8860369609856262,0.48938992042440316,0.11396303901437371,49.789124668435015,52.70636550308008,0.32360742705570295,0.22968197879858657
ALEXANDER,,Democrat,3470,1053,0.048703170028818445,0.13580246913580246,0.9132564841498559,0.8385565052231719,0.08674351585014409,0.16144349477682812,71.61757925072047,75.8338081671415,0.25100864553314123,NA
ALEXANDER,,Republican,3470,1538,0.048703170028818445,0.0039011703511053317,0.9132564841498559,0.9694408322496749,0.08674351585014409,0.0305591677503251,71.61757925072047,72.87646293888166,0.25100864553314123,NA
ALEXANDER,B1,Democrat,2975,378,0.012436974789915966,0.037037037037037035,0.893781512605042,0.8624338624338624,0.10621848739495798,0.13756613756613756,53.82689075630252,58.5,0.34756302521008403,0.2967289719626168
ALEXANDER,B1,Republican,2975,1549,0.012436974789915966,6.455777921239509e-4,0.893781512605042,0.9289864428663654,0.10621848739495798,0.07101355713363461,53.82689075630252,55.571336346029696,0.34756302521008403,0.29614325068870523
ALEXANDER,B2,Democrat,3508,446,0.014823261117445839,0.0515695067264574,0.8942417331812998,0.8587443946188341,0.10575826681870011,0.1412556053811659,52.83095781071836,57.997757847533634,0.35290763968072975,0.3249551166965889
ALEXANDER,B2,Republican,3508,1795,0.014823261117445839,0.002785515320334262,0.8942417331812998,0.9259052924791087,0.10575826681870011,0.07409470752089137,52.83095781071836,54.81782729805014,0.35290763968072975,0.26580035440047256
ALEXANDER,E,Democrat,2332,415,0.0330188679245283,0.13253012048192772,0.9030874785591767,0.8265060240963855,0.09691252144082332,0.17349397590361446,52.95240137221269,61.42168674698795,0.338336192109777,0.2523540489642185
ALEXANDER,E,Republican,2332,1118,0.0330188679245283,8.944543828264759e-4,0.9030874785591767,0.9418604651162791,0.09691252144082332,0.05813953488372093,52.95240137221269,53.353309481216456,0.338336192109777,0.24497991967871485
ALEXANDER,G1G2,Democrat,1578,294,0.024714828897338403,0.10204081632653061,0.9150823827629911,0.8571428571428571,0.08491761723700887,0.14285714285714285,52.037389100126745,64.45918367346938,0.3155893536121673,0.23556581986143188
ALEXANDER,G1G2,Republican,1578,783,0.024714828897338403,0.001277139208173691,0.9150823827629911,0.9450830140485313,0.08491761723700887,0.05491698595146871,52.037389100126745,49.87228607918263,0.3155893536121673,0.33076923076923076
ALEXANDER,LRSL,Democrat,1849,293,0.02541914548404543,0.12286689419795221,0.9150892374256355,0.825938566552901,0.08491076257436452,0.17406143344709898,52.55597620335316,60.74061433447099,0.3304488912925906,0.21794871794871795
ALEXANDER,LRSL,Republican,1849,940,0.02541914548404543,0.0010638297872340426,0.9150892374256355,0.9542553191489361,0.08491076257436452,0.045744680851063826,52.55597620335316,52.806382978723406,0.3304488912925906,0.3702857142857143
ALEXANDER,M,Democrat,1762,317,0.05959137343927355,0.2302839116719243,0.8314415437003405,0.6498422712933754,0.1685584562996595,0.3501577287066246,50.0539160045403,58.95268138801262,0.36719636776390463,0.27411167512690354
ALEXANDER,M,Republican,1762,787,0.05959137343927355,0.0025412960609911056,0.8314415437003405,0.928843710292249,0.1685584562996595,0.07115628970775095,50.0539160045403,51.710292249047015,0.36719636776390463,0.30289855072463767
ALEXANDER,S1S2,Democrat,2717,488,0.03422892896577107,0.1290983606557377,0.8660287081339713,0.7868852459016393,0.1339712918660287,0.21311475409836064,51.025763709974235,59.67622950819672,0.35443503864556497,0.16981132075471697
ALEXANDER,S1S2,Republican,2717,1253,0.03422892896577107,0.0015961691939345571,0.8660287081339713,0.9217877094972067,0.1339712918660287,0.0782122905027933,51.025763709974235,51.625698324022345,0.35443503864556497,0.2154280338664158
ALEXANDER,T1T4T5,Democrat,3925,673,0.06751592356687898,0.2585438335809807,0.8471337579617835,0.6582466567607727,0.15286624203821655,0.34175334323922735,51.26547770700637,57.153046062407135,0.3551592356687898,0.20921544209215442
ALEXANDER,T1T4T5,Republican,3925,1833,0.06751592356687898,0.006001091107474086,0.8471337579617835,0.92253136933988,0.15286624203821655,0.07746863066012002,51.26547770700637,52.5253682487725,0.3551592356687898,0.21916971916971917
ALEXANDER,T2T3,Democrat,2801,603,0.08425562299178865,0.29187396351575456,0.8200642627632988,0.6235489220563848,0.17993573723670117,0.37645107794361526,51.721885041056765,58.74129353233831,0.3573723670117815,0.17335058214747737
ALEXANDER,T2T3,Republican,2801,1179,0.08425562299178865,0.010178117048346057,0.8200642627632988,0.9117896522476675,0.17993573723670117,0.08821034775233248,51.721885041056765,52.770992366412216,0.3573723670117815,0.245
ALEXANDER,W,Democrat,1770,223,0.00847457627118644,0.008968609865470852,0.9135593220338983,0.8923766816143498,0.08644067796610169,0.10762331838565023,53.24971751412429,56.88789237668161,0.3231638418079096,0.39923954372623577
ALEXANDER,W,Republican,1770,968,0.00847457627118644,0.002066115702479339,0.9135593220338983,0.9462809917355371,0.08644067796610169,0.05371900826446281,53.24971751412429,55.131198347107436,0.3231638418079096,0.3659730722154223
ALLEGHANY,,Democrat,1307,500,0.010711553175210406,0.024,0.936495791889824,0.948,0.06350420811017597,0.052,74.85462892119358,79.054,0.2325937260902831,NA
ALLEGHANY,,Republican,1307,495,0.010711553175210406,0.00202020202020202,0.936495791889824,0.9373737373737374,0.06350420811017597,0.06262626262626263,74.85462892119358,75.77979797979798,0.2325937260902831,NA
ALLEGHANY,01,Democrat,1320,222,0.008333333333333333,0.02702702702702703,0.9015151515151515,0.9099099099099099,0.09848484848484848,0.09009009009009009,57.50833333333333,63.1036036036036,0.3787878787878788,0.3170731707317073
ALLEGHANY,01,Republican,1320,591,0.008333333333333333,0.001692047377326565,0.9015151515151515,0.9289340101522843,0.09848484848484848,0.07106598984771574,57.50833333333333,58.90524534686971,0.3787878787878788,0.26639344262295084
ALLEGHANY,03A,Democrat,3621,873,0.015189174261253798,0.043528064146620846,0.8740679370339686,0.8877434135166093,0.1259320629660315,0.11225658648339061,56.129522231427785,63.87972508591065,0.363987848660591,0.20409982174688057
ALLEGHANY,03A,Republican,3621,1407,0.015189174261253798,0.0014214641080312722,0.8740679370339686,0.9047619047619048,0.1259320629660315,0.09523809523809523,56.129522231427785,56.63681592039801,0.363987848660591,0.2366812227074236
ALLEGHANY,04,Democrat,1450,290,0.0020689655172413794,0.010344827586206896,0.9006896551724138,0.8827586206896552,0.0993103448275862,0.11724137931034483,55.22689655172414,62.00689655172414,0.3482758620689655,0.2608695652173913
ALLEGHANY,04,Republican,1450,646,0.0020689655172413794,0,0.9006896551724138,0.934984520123839,0.0993103448275862,0.06501547987616099,55.22689655172414,54.705882352941174,0.3482758620689655,0.3352941176470588
ALLEGHANY,06A,Democrat,1573,349,0.0025429116338207248,0.0057306590257879654,0.898283534647171,0.9340974212034384,0.101716465352829,0.0659025787965616,56.86713286713287,64.07163323782235,0.3242212333121424,0.29411764705882354
ALLEGHANY,06A,Republican,1573,704,0.0025429116338207248,0,0.898283534647171,0.9105113636363636,0.101716465352829,0.08948863636363637,56.86713286713287,56.73721590909091,0.3242212333121424,0.24087591240875914
ANSON,,Democrat,2211,1586,0.42469470827679784,0.5523329129886507,0.4473089099954772,0.341109709962169,0.5526910900045229,0.6588902900378311,68.53279059249209,69.45964691046659,0.14427860696517414,NA
ANSON,,Republican,2211,306,0.42469470827679784,0.049019607843137254,0.4473089099954772,0.7973856209150327,0.5526910900045229,0.20261437908496732,68.53279059249209,68.43464052287581,0.14427860696517414,NA
ANSON,ANS,Democrat,1030,506,0.3058252427184466,0.5513833992094862,0.5213592233009708,0.3201581027667984,0.4786407766990291,0.6798418972332015,54.29611650485437,59.46442687747036,0.2737864077669903,0.33772652388797364
ANSON,ANS,Republican,1030,237,0.3058252427184466,0.016877637130801686,0.5213592233009708,0.7468354430379747,0.4786407766990291,0.25316455696202533,54.29611650485437,50.59493670886076,0.2737864077669903,0.4530386740331492
ANSON,BURN,Democrat,1434,395,0.13458856345885634,0.39746835443037976,0.706415620641562,0.4708860759493671,0.29358437935843795,0.529113924050633,51.72175732217573,57.82025316455696,0.33542538354253837,0.3032128514056225
ANSON,BURN,Republican,1434,549,0.13458856345885634,0.01092896174863388,0.706415620641562,0.8378870673952641,0.29358437935843795,0.1621129326047359,51.72175732217573,51.84335154826958,0.33542538354253837,0.36807095343680707
ANSON,GULL,Democrat,1067,611,0.4301780693533271,0.6546644844517185,0.36363636363636365,0.16039279869067102,0.6363636363636364,0.839607201309329,53.16776007497657,55.47135842880524,0.2614807872539831,0.1954177897574124
ANSON,GULL,Republican,1067,175,0.4301780693533271,0.02857142857142857,0.36363636363636365,0.7314285714285714,0.6363636363636364,0.26857142857142857,53.16776007497657,51.822857142857146,0.2614807872539831,0.3188405797101449
ANSON,LILE,Democrat,2250,1368,0.46266666666666667,0.6820175438596491,0.37377777777777776,0.18128654970760233,0.6262222222222222,0.8187134502923976,52.244,54.91447368421053,0.23822222222222222,0.19597989949748743
ANSON,LILE,Republican,2250,335,0.46266666666666667,0.03582089552238806,0.37377777777777776,0.7522388059701492,0.6262222222222222,0.24776119402985075,52.244,51.53432835820895,0.23822222222222222,0.38132295719844356
ANSON,MM,Democrat,1223,869,0.5829926410466068,0.7180667433831991,0.22812755519215044,0.11162255466052934,0.7718724448078496,0.8883774453394706,51.43908421913328,52.97928653624856,0.1937857726901063,0.1669902912621359
ANSON,MM,Republican,1223,111,0.5829926410466068,0.12612612612612611,0.22812755519215044,0.6846846846846847,0.7718724448078496,0.3153153153153153,51.43908421913328,53.22522522522522,0.1937857726901063,0.3142857142857143
ANSON,PEAC,Democrat,1317,378,0.11541381928625664,0.3253968253968254,0.6977980258162491,0.5608465608465608,0.30220197418375094,0.43915343915343913,51.87927107061503,57.33862433862434,0.3621867881548975,0.2845360824742268
ANSON,PEAC,Republican,1317,453,0.11541381928625664,0.006622516556291391,0.6977980258162491,0.7902869757174393,0.30220197418375094,0.2097130242825607,51.87927107061503,52.21854304635762,0.3621867881548975,0.38133333333333336
ANSON,POLK,Democrat,984,466,0.30691056910569103,0.5579399141630901,0.5060975609756098,0.2575107296137339,0.49390243902439024,0.7424892703862661,50.49491869918699,52.7961373390558,0.2774390243902439,0.18021201413427562
ANSON,POLK,Republican,984,244,0.30691056910569103,0.00819672131147541,0.5060975609756098,0.819672131147541,0.49390243902439024,0.18032786885245902,50.49491869918699,50.221311475409834,0.2774390243902439,0.32972972972972975
