jurisdiction,cbs_region,precinct_id,party,precinct_total_reg,precinct_total_party_reg,precinct_pct_black,precinct_pct_party_black,precinct_pct_white,precinct_pct_party_white,precinct_pct_nonwhite,precinct_pct_party_nonwhite,precinct_avg_age,precinct_avg_party_age,precinct_pct_una,precinct_pct_party_election_day_lag
ALAMANCE,4,06W,Republican,1116,249,0.29659498207885304,0.012048192771084338,0.4946236559139785,0.8674698795180723,0.5053763440860215,0.13253012048192772,49.20161290322581,55.86746987951807,0.3673835125448029,0.2600896860986547
ALAMANCE,4,07,Democrat,3282,577,0.049969530773918344,0.23050259965337955,0.8583180987202925,0.6620450606585788,0.1416819012797075,0.3379549393414211,51.13162705667276,55.46273830155979,0.3266301035953687,0.25442834138486314
ALAMANCE,4,07,Republican,3282,1619,0.049969530773918344,0.0030883261272390363,0.8583180987202925,0.9419394688079061,0.1416819012797075,0.05806053119209389,51.13162705667276,52.48486720197653,0.3266301035953687,0.2748414376321353
ALAMANCE,4,08N,Democrat,2926,751,0.07245386192754613,0.21304926764314247,0.7915242652084757,0.6045272969374168,0.20847573479152426,0.3954727030625832,50.192754613807246,53.894806924101196,0.3509911141490089,0.3730366492146597
ALAMANCE,4,08N,Republican,2926,1126,0.07245386192754613,0.007104795737122558,0.7915242652084757,0.9218472468916519,0.20847573479152426,0.07815275310834814,50.192754613807246,51.7797513321492,0.3509911141490089,0.2756598240469208
ALAMANCE,4,08S,Democrat,1581,312,0.05313092979127135,0.16987179487179488,0.8399746995572422,0.6826923076923077,0.16002530044275776,0.3173076923076923,51.433902593295386,56.42948717948718,0.33839342188488297,0.3880597014925373
ALAMANCE,4,08S,Republican,1581,725,0.05313092979127135,0.006896551724137931,0.8399746995572422,0.9282758620689655,0.16002530044275776,0.07172413793103448,51.433902593295386,52.48827586206897,0.33839342188488297,0.2828282828282828
ALAMANCE,4,09N,Democrat,2561,825,0.2131979695431472,0.503030303030303,0.6505271378367825,0.3793939393939394,0.3494728621632175,0.6206060606060606,51.30144474814526,54.050909090909094,0.3432253026161656,0.30888575458392104
ALAMANCE,4,09N,Republican,2561,842,0.2131979695431472,0.017814726840855107,0.6505271378367825,0.8681710213776722,0.3494728621632175,0.13182897862232779,51.30144474814526,53.17695961995249,0.3432253026161656,0.3222811671087533
ALAMANCE,4,09S,Democrat,4897,1388,0.11251786808249949,0.31195965417867433,0.7377986522360629,0.5172910662824207,0.2622013477639371,0.4827089337175792,49.96936900142945,52.565561959654175,0.3614457831325301,0.3031640912435614
ALAMANCE,4,09S,Republican,4897,1694,0.11251786808249949,0.005312868949232586,0.7377986522360629,0.8996458087367178,0.2622013477639371,0.10035419126328217,49.96936900142945,52.07142857142857,0.3614457831325301,0.24795081967213115
ALAMANCE,4,103,Democrat,3671,995,0.15527104331244893,0.39899497487437185,0.6935439934622719,0.43316582914572865,0.30645600653772814,0.5668341708542713,50.00572051212204,51.004020100502515,0.37455734132388996,0.28606658446362515
ALAMANCE,4,103,Republican,3671,1276,0.15527104331244893,0.011755485893416929,0.6935439934622719,0.9028213166144201,0.30645600653772814,0.09717868338557993,50.00572051212204,54.20141065830721,0.37455734132388996,0.2080772607550483
ALAMANCE,4,104,Democrat,2242,854,0.2569134701159679,0.4929742388758782,0.5718108831400536,0.36065573770491804,0.4281891168599465,0.639344262295082,48.09545049063336,50.77985948477752,0.3951828724353256,NA
ALAMANCE,4,104,Republican,2242,482,0.2569134701159679,0.02074688796680498,0.5718108831400536,0.8630705394190872,0.4281891168599465,0.13692946058091288,48.09545049063336,51.927385892116185,0.3951828724353256,NA
ALAMANCE,4,10N,Democrat,3628,1046,0.13616317530319735,0.3575525812619503,0.730154355016538,0.5124282982791587,0.269845644983462,0.4875717017208413,51.382304299889746,54.136711281070745,0.37265711135611906,0.34398496240601506
ALAMANCE,4,10N,Republican,3628,1209,0.13616317530319735,0.011579818031430935,0.730154355016538,0.9098428453267163,0.269845644983462,0.09015715467328371,51.382304299889746,54.67245657568238,0.37265711135611906,0.21779661016949153
ALAMANCE,4,10S1,Democrat,6163,2255,0.2722699983774136,0.5334811529933481,0.5852669154632484,0.33569844789356984,0.41473308453675156,0.6643015521064302,48.01573908810644,49.20443458980044,0.37400616582833035,NA
ALAMANCE,4,10S1,Republican,6163,1562,0.2722699983774136,0.023047375160051217,0.5852669154632484,0.8783610755441741,0.41473308453675156,0.12163892445582586,48.01573908810644,52.15685019206146,0.37400616582833035,NA
ALAMANCE,4,11,Democrat,3532,1414,0.34229898074745185,0.7086280056577087,0.5393544733861835,0.18882602545968882,0.4606455266138165,0.8111739745403111,50.784258210645525,54.997171145685996,0.29813137032842585,0.2248438584316447
ALAMANCE,4,11,Republican,3532,1047,0.34229898074745185,0.027698185291308502,0.5393544733861835,0.89207258834766,0.4606455266138165,0.10792741165234002,50.784258210645525,51.54918815663801,0.29813137032842585,0.19623971797884843
ALAMANCE,4,1210,Democrat,1992,787,0.33232931726907633,0.6149936467598475,0.5160642570281124,0.24904701397712833,0.4839357429718876,0.7509529860228716,48.268574297188756,47.95552731893265,0.34086345381526106,0.25063291139240507
ALAMANCE,4,1210,Republican,1992,502,0.33232931726907633,0.0199203187250996,0.5160642570281124,0.8944223107569721,0.4839357429718876,0.10557768924302789,48.268574297188756,56.99203187250996,0.34086345381526106,0.26695842450765866
ALAMANCE,4,124,Democrat,1783,612,0.17386427369601795,0.39215686274509803,0.6954570947840718,0.4820261437908497,0.3045429052159282,0.5179738562091504,51.670779584969154,53.638888888888886,0.36006730229949524,0.3358547655068079
ALAMANCE,4,124,Republican,1783,514,0.17386427369601795,0.009727626459143969,0.6954570947840718,0.9221789883268483,0.3045429052159282,0.07782101167315175,51.670779584969154,55.28793774319066,0.36006730229949524,0.2797494780793319
ALAMANCE,4,125,Democrat,1982,594,0.13925327951564076,0.33164983164983164,0.7230070635721494,0.5454545454545454,0.27699293642785067,0.45454545454545453,56.93390514631685,59.122895622895626,0.3617558022199798,0.32653061224489793
ALAMANCE,4,125,Republican,1982,660,0.13925327951564076,0.007575757575757576,0.7230070635721494,0.9212121212121213,0.27699293642785067,0.07878787878787878,56.93390514631685,62.43939393939394,0.3617558022199798,0.3257918552036199
ALAMANCE,4,126,Democrat,1755,450,0.0472934472934473,0.12666666666666668,0.8740740740740741,0.7911111111111111,0.1259259259259259,0.2088888888888889,58.49116809116809,62.7,0.3475783475783476,0.5059523809523809
ALAMANCE,4,126,Republican,1755,689,0.0472934472934473,0.001451378809869376,0.8740740740740741,0.9593613933236574,0.1259259259259259,0.040638606676342524,58.49116809116809,60.11175616835994,0.3475783475783476,0.3442622950819672
ALAMANCE,4,127,Democrat,4247,2264,0.5069460795855898,0.7561837455830389,0.3046856604662114,0.11704946996466431,0.6953143395337885,0.8829505300353356,47.12903225806452,50.79726148409894,0.3016246762420532,0.22955032119914348
ALAMANCE,4,127,Republican,4247,667,0.5069460795855898,0.08395802098950525,0.3046856604662114,0.760119940029985,0.6953143395337885,0.239880059970015,47.12903225806452,48.68365817091454,0.3016246762420532,0.19144981412639406
ALAMANCE,4,128,Democrat,1991,965,0.43997990959316924,0.6476683937823834,0.3656454043194375,0.18031088082901556,0.6343545956805625,0.8196891191709844,48.84630838774485,51.29637305699482,0.3415369161225515,0.188212927756654
ALAMANCE,4,128,Republican,1991,338,0.43997990959316924,0.10059171597633136,0.3656454043194375,0.7692307692307693,0.6343545956805625,0.23076923076923078,48.84630838774485,55.69822485207101,0.3415369161225515,0.14556962025316456
ALAMANCE,4,129,Democrat,1727,456,0.13781123335263462,0.41228070175438597,0.7417486971627099,0.47368421052631576,0.2582513028372901,0.5263157894736842,53.70990156340475,53.91228070175438,0.32020845396641573,0.3333333333333333
ALAMANCE,4,129,Republican,1727,704,0.13781123335263462,0.011363636363636364,0.7417486971627099,0.9090909090909091,0.2582513028372901,0.09090909090909091,53.70990156340475,57.44886363636363,0.32020845396641573,0.2635542168674699
ALAMANCE,4,12E,Democrat,1605,762,0.3707165109034268,0.5774278215223098,0.3750778816199377,0.20078740157480315,0.6249221183800623,0.7992125984251969,47.314018691588785,49.43700787401575,0.34890965732087226,0.18089171974522292
ALAMANCE,4,12E,Republican,1605,271,0.3707165109034268,0.025830258302583026,0.3750778816199377,0.8044280442804428,0.6249221183800623,0.19557195571955718,47.314018691588785,55.75645756457565,0.34890965732087226,0.18007662835249041
ALAMANCE,4,12N,Democrat,3286,2087,0.5964698721850273,0.7747963584091998,0.19537431527693244,0.07474844274077623,0.8046256847230676,0.9252515572592238,49.98691418137553,53.020603737422135,0.2714546561168594,0.23537477148080438
ALAMANCE,4,12N,Republican,3286,295,0.5964698721850273,0.09491525423728814,0.19537431527693244,0.7661016949152543,0.8046256847230676,0.23389830508474577,49.98691418137553,55.76949152542373,0.2714546561168594,0.13186813186813187
ALAMANCE,4,12S,Democrat,1252,575,0.38338658146964855,0.6104347826086957,0.3490415335463259,0.16695652173913045,0.6509584664536742,0.8330434782608696,45.48482428115016,47.9704347826087,0.36661341853035145,0.19682539682539682
ALAMANCE,4,12S,Republican,1252,213,0.38338658146964855,0.07511737089201878,0.3490415335463259,0.7793427230046949,0.6509584664536742,0.22065727699530516,45.48482428115016,51.647887323943664,0.36661341853035145,0.23404255319148937
ALAMANCE,4,12W,Democrat,1995,755,0.14887218045112782,0.2900662251655629,0.7223057644110276,0.5589403973509933,0.27769423558897244,0.4410596026490066,52.550877192982455,53.64370860927152,0.35037593984962406,0.45874125874125876
ALAMANCE,4,12W,Republican,1995,523,0.14887218045112782,0.017208413001912046,0.7223057644110276,0.9292543021032504,0.27769423558897244,0.07074569789674952,52.550877192982455,58.34034416826004,0.35037593984962406,0.3025830258302583
ALAMANCE,4,13,Democrat,3768,1551,0.31687898089171973,0.6157317859445519,0.5106157112526539,0.23404255319148937,0.4893842887473461,0.7659574468085106,49.801220806794056,53.37266279819471,0.32298301486199577,0.2530744336569579
ALAMANCE,4,13,Republican,3768,976,0.31687898089171973,0.028688524590163935,0.5106157112526539,0.8862704918032787,0.4893842887473461,0.11372950819672131,49.801220806794056,52.736680327868854,0.32298301486199577,0.22968197879858657
ALEXANDER,5,,Democrat,3478,1055,0.0488786658999425,0.13554502369668248,0.9131684876365728,0.8388625592417062,0.08683151236342726,0.16113744075829384,71.58913168487636,75.82085308056872,0.25129384703852786,NA
ALEXANDER,5,,Republican,3478,1541,0.0488786658999425,0.003893575600259572,0.9131684876365728,0.9695003244646333,0.08683151236342726,0.030499675535366644,71.58913168487636,72.89487345879299,0.25129384703852786,NA
ALEXANDER,5,B1,Democrat,2972,378,0.012449528936742935,0.037037037037037035,0.8936742934051144,0.8624338624338624,0.1063257065948856,0.13756613756613756,53.816621803499324,58.5,0.34757738896366086,0.2967289719626168
ALEXANDER,5,B1,Republican,2972,1547,0.012449528936742935,6.464124111182935e-4,0.8936742934051144,0.9288946347769877,0.1063257065948856,0.07110536522301228,53.816621803499324,55.5371687136393,0.34757738896366086,0.29614325068870523
ALEXANDER,5,B2,Democrat,3508,446,0.014823261117445839,0.0515695067264574,0.8939566704675028,0.8587443946188341,0.10604332953249715,0.1412556053811659,52.83238312428735,57.997757847533634,0.35290763968072975,0.3249551166965889
ALEXANDER,5,B2,Republican,3508,1795,0.014823261117445839,0.002785515320334262,0.8939566704675028,0.9259052924791087,0.10604332953249715,0.07409470752089137,52.83238312428735,54.81782729805014,0.35290763968072975,0.26580035440047256
ALEXANDER,5,E,Democrat,2329,415,0.033061399742378705,0.13253012048192772,0.9025332760841563,0.8265060240963855,0.09746672391584371,0.17349397590361446,52.95148132245599,61.42168674698795,0.33705452984113354,0.2523540489642185
ALEXANDER,5,E,Republican,2329,1119,0.033061399742378705,8.936550491510277e-4,0.9025332760841563,0.9419124218051832,0.09746672391584371,0.0580875781948168,52.95148132245599,53.344950848972296,0.33705452984113354,0.24497991967871485
ALEXANDER,5,G1G2,Democrat,1576,294,0.024746192893401017,0.10204081632653061,0.9149746192893401,0.8571428571428571,0.0850253807106599,0.14285714285714285,52.006345177664976,64.45918367346938,0.315989847715736,0.23556581986143188
ALEXANDER,5,G1G2,Republican,1576,781,0.024746192893401017,0.0012804097311139564,0.9149746192893401,0.9449423815620999,0.0850253807106599,0.05505761843790013,52.006345177664976,49.804097311139564,0.315989847715736,0.33076923076923076
ALEXANDER,5,LRSL,Democrat,1847,293,0.02490525175961018,0.12286689419795221,0.9155387114239307,0.825938566552901,0.0844612885760693,0.17406143344709898,52.579317812669196,60.74061433447099,0.3302652950730915,0.21794871794871795
ALEXANDER,5,LRSL,Republican,1847,939,0.02490525175961018,0.0010649627263045794,0.9155387114239307,0.9542066027689031,0.0844612885760693,0.04579339723109691,52.579317812669196,52.815761448349306,0.3302652950730915,0.3702857142857143
ALEXANDER,5,M,Democrat,1760,317,0.05965909090909091,0.2302839116719243,0.83125,0.6498422712933754,0.16875,0.3501577287066246,50.03806818181818,58.95268138801262,0.36761363636363636,0.27411167512690354
ALEXANDER,5,M,Republican,1760,785,0.05965909090909091,0.0025477707006369425,0.83125,0.9286624203821656,0.16875,0.07133757961783439,50.03806818181818,51.678980891719746,0.36761363636363636,0.30289855072463767
ALEXANDER,5,S1S2,Democrat,2715,487,0.03425414364640884,0.1293634496919918,0.8659300184162063,0.7864476386036962,0.13406998158379374,0.2135523613963039,51.01325966850829,59.6694045174538,0.3543278084714549,0.16981132075471697
ALEXANDER,5,S1S2,Republican,2715,1253,0.03425414364640884,0.0015961691939345571,0.8659300184162063,0.9217877094972067,0.13406998158379374,0.0782122905027933,51.01325966850829,51.625698324022345,0.3543278084714549,0.2154280338664158
ALEXANDER,5,T1T4T5,Democrat,3926,672,0.06749872643912379,0.25892857142857145,0.8471726948548141,0.6577380952380952,0.15282730514518594,0.34226190476190477,51.286551197147226,57.126488095238095,0.3553234844625573,0.20921544209215442
ALEXANDER,5,T1T4T5,Republican,3926,1834,0.06749872643912379,0.0059978189749182115,0.8471726948548141,0.9225736095965104,0.15282730514518594,0.07742639040348964,51.286551197147226,52.57088331515813,0.3553234844625573,0.21916971916971917
ALEXANDER,5,T2T3,Democrat,2803,603,0.08419550481626828,0.29187396351575456,0.8194791295041027,0.6235489220563848,0.18052087049589724,0.37645107794361526,51.729218694256154,58.74129353233831,0.35747413485551194,0.17335058214747737
ALEXANDER,5,T2T3,Republican,2803,1180,0.08419550481626828,0.010169491525423728,0.8194791295041027,0.9101694915254237,0.18052087049589724,0.08983050847457627,51.729218694256154,52.78135593220339,0.35747413485551194,0.245
ALEXANDER,5,W,Democrat,1769,223,0.008479366873940079,0.008968609865470852,0.9135104578858112,0.8923766816143498,0.08648954211418881,0.10762331838565023,53.23289994347089,56.88789237668161,0.3233465234595817,0.39923954372623577
ALEXANDER,5,W,Republican,1769,967,0.008479366873940079,0.002068252326783868,0.9135104578858112,0.9462254395036195,0.08648954211418881,0.05377456049638056,53.23289994347089,55.1023784901758,0.3233465234595817,0.3659730722154223
ALLEGHANY,5,,Democrat,1310,500,0.010687022900763359,0.024,0.9366412213740458,0.948,0.0633587786259542,0.052,74.83740458015266,79.054,0.23282442748091603,NA
ALLEGHANY,5,,Republican,1310,497,0.010687022900763359,0.002012072434607646,0.9366412213740458,0.937625754527163,0.0633587786259542,0.06237424547283702,74.83740458015266,75.74849094567405,0.23282442748091603,NA
ALLEGHANY,5,01,Democrat,1321,222,0.008327024981074944,0.02702702702702703,0.9015897047691143,0.9099099099099099,0.0984102952308857,0.09009009009009009,57.480696442089325,63.1036036036036,0.3792581377744133,0.3170731707317073
ALLEGHANY,5,01,Republican,1321,591,0.008327024981074944,0.001692047377326565,0.9015897047691143,0.9289340101522843,0.0984102952308857,0.07106598984771574,57.480696442089325,58.87309644670051,0.3792581377744133,0.26639344262295084
ALLEGHANY,5,03A,Democrat,3623,873,0.015180789401048854,0.043528064146620846,0.8733094120894287,0.8877434135166093,0.12669058791057136,0.11225658648339061,56.08666850676235,63.87972508591065,0.36378691691967985,0.20409982174688057
ALLEGHANY,5,03A,Republican,3623,1409,0.015180789401048854,0.0014194464158978,0.8733094120894287,0.9027679205110007,0.12669058791057136,0.09723207948899928,56.08666850676235,56.525904897090136,0.36378691691967985,0.2366812227074236
ALLEGHANY,5,04,Democrat,1450,290,0.0020689655172413794,0.010344827586206896,0.9006896551724138,0.8827586206896552,0.0993103448275862,0.11724137931034483,55.22689655172414,62.00689655172414,0.3482758620689655,0.2608695652173913
ALLEGHANY,5,04,Republican,1450,646,0.0020689655172413794,0,0.9006896551724138,0.934984520123839,0.0993103448275862,0.06501547987616099,55.22689655172414,54.705882352941174,0.3482758620689655,0.3352941176470588
ALLEGHANY,5,06A,Democrat,1574,349,0.0025412960609911056,0.0057306590257879654,0.897712833545108,0.9340974212034384,0.102287166454892,0.0659025787965616,56.867217280813215,64.07163323782235,0.3240152477763659,0.29411764705882354
ALLEGHANY,5,06A,Republican,1574,705,0.0025412960609911056,0,0.897712833545108,0.9092198581560283,0.102287166454892,0.09078014184397164,56.867217280813215,56.744680851063826,0.3240152477763659,0.24087591240875914
ANSON,4,,Democrat,2213,1587,0.42431089019430634,0.5519848771266541,0.44780840488025303,0.34152488972904854,0.5521915951197469,0.6584751102709515,68.55038409399006,69.47448015122873,0.14414821509263442,NA
ANSON,4,,Republican,2213,307,0.42431089019430634,0.048859934853420196,0.44780840488025303,0.7980456026058632,0.5521915951197469,0.20195439739413681,68.55038409399006,68.48208469055375,0.14414821509263442,NA
ANSON,4,ANS,Democrat,1030,506,0.3058252427184466,0.5513833992094862,0.5213592233009708,0.3201581027667984,0.4786407766990291,0.6798418972332015,54.29611650485437,59.46442687747036,0.2737864077669903,0.33772652388797364
ANSON,4,ANS,Republican,1030,237,0.3058252427184466,0.016877637130801686,0.5213592233009708,0.7468354430379747,0.4786407766990291,0.25316455696202533,54.29611650485437,50.59493670886076,0.2737864077669903,0.4530386740331492
ANSON,4,BURN,Democrat,1434,395,0.13458856345885634,0.39746835443037976,0.706415620641562,0.4708860759493671,0.29358437935843795,0.529113924050633,51.72175732217573,57.82025316455696,0.33542538354253837,0.3032128514056225
ANSON,4,BURN,Republican,1434,549,0.13458856345885634,0.01092896174863388,0.706415620641562,0.8378870673952641,0.29358437935843795,0.1621129326047359,51.72175732217573,51.84335154826958,0.33542538354253837,0.36807095343680707
ANSON,4,GULL,Democrat,1067,611,0.4301780693533271,0.6546644844517185,0.36363636363636365,0.16039279869067102,0.6363636363636364,0.839607201309329,53.16776007497657,55.47135842880524,0.2614807872539831,0.1954177897574124
ANSON,4,GULL,Republican,1067,175,0.4301780693533271,0.02857142857142857,0.36363636363636365,0.7314285714285714,0.6363636363636364,0.26857142857142857,53.16776007497657,51.822857142857146,0.2614807872539831,0.3188405797101449
ANSON,4,LILE,Democrat,2249,1367,0.4624277456647399,0.681784930504755,0.37394397510004446,0.18141916605705927,0.6260560248999555,0.8185808339429408,52.23877278790574,54.907827359180686,0.2383281458425967,0.19597989949748743
ANSON,4,LILE,Republican,2249,335,0.4624277456647399,0.03582089552238806,0.37394397510004446,0.7522388059701492,0.6260560248999555,0.24776119402985075,52.23877278790574,51.53432835820895,0.2383281458425967,0.38132295719844356
ANSON,4,MM,Democrat,1223,869,0.5829926410466068,0.7180667433831991,0.22812755519215044,0.11162255466052934,0.7718724448078496,0.8883774453394706,51.43908421913328,52.97928653624856,0.1937857726901063,0.1669902912621359
ANSON,4,MM,Republican,1223,111,0.5829926410466068,0.12612612612612611,0.22812755519215044,0.6846846846846847,0.7718724448078496,0.3153153153153153,51.43908421913328,53.22522522522522,0.1937857726901063,0.3142857142857143
