state,jurisdiction,precinct_id,precinct_cbs,race_name,vote_mode,total_2022,total_reg,total_reg_dem,total_reg_rep,p_male,p_fem,p_age1,p_age2,p_age3,p_age4,p_race1,p_race2,p_race3,p_race4,p_ind,p_dem,p_rep,p_noncol,p_col,p_race1_noncol,p_race1_col,magafactor,magamean
AZ,MARICOPA,,NA,GOVERNOR-Republican,Aggregated,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,,NA,GOVERNOR-Republican,Early Voting,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,,NA,GOVERNOR-Republican,Election Day,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,,NA,GOVERNOR-Republican,Provisional,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,,NA,GOVERNOR-Republican,Total Turnout,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,,NA,GOVERNOR-Republican,Total Vote Share,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Aggregated,30,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Early Voting,242,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Election Day,52,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Provisional,1,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Total Turnout,325,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0001 ACACIA,04013_0001 ACACIA,GOVERNOR-Republican,Total Vote Share,295,1748,498,570,0.471806674,0.528193326,0.18993135,0.231121281,0.321510297,0.257437071,0.728832952,0.016018307,0.199656751,0.055491991,0.354682779,0.300906344,0.344410876,0.652359542,0.347640458,0.458462686,0.270370265,1.177536,44.849323
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Aggregated,80,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Early Voting,842,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Election Day,165,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Provisional,1,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Total Turnout,1088,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0002 ACOMA,04013_0002 ACOMA,GOVERNOR-Republican,Total Vote Share,1008,3373,718,1602,0.485110185,0.514889815,0.193596205,0.208419804,0.31396383,0.28402016,0.779494799,0.008915305,0.132540862,0.079049034,0.272727273,0.22507837,0.502194357,0.546622023,0.453377977,0.416039619,0.36345518,0.15860853,41.664852
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Aggregated,20,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Early Voting,65,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Election Day,15,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Provisional,0,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Total Turnout,100,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0003 ACUNA,04013_0003 ACUNA,GOVERNOR-Republican,Total Vote Share,80,3048,1465,295,0.472932581,0.527067419,0.312766656,0.256974073,0.226124056,0.204135215,0.205708661,0.036089239,0.723425197,0.034776903,0.401360544,0.49829932,0.100340136,0.814781463,0.185218537,0.16233225,0.043376411,0.11954351,43.033195
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Aggregated,10,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Early Voting,220,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Election Day,52,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Provisional,1,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Total Turnout,283,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0004 ADOBE,04013_0004 ADOBE,GOVERNOR-Republican,Total Vote Share,273,1526,356,505,0.491738268,0.508261732,0.176933159,0.321100917,0.328964613,0.173001311,0.760812582,0.005897772,0.141546527,0.091743119,0.397902098,0.248951049,0.353146853,0.6595523,0.3404477,0.496187127,0.264625455,1.56979,49.217613
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Aggregated,120,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Early Voting,936,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Election Day,174,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Provisional,1,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Total Turnout,1231,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0005 ADORA,04013_0005 ADORA,GOVERNOR-Republican,Total Vote Share,1111,4446,979,1946,0.493535949,0.506464051,0.153621233,0.271704903,0.399460189,0.175213675,0.762483131,0.010121457,0.132703554,0.094691858,0.314345992,0.229488983,0.456165026,0.5852921,0.4147079,0.437210689,0.325272442,1.4580455,46.143867
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Aggregated,20,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Early Voting,451,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Election Day,130,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Provisional,0,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Total Turnout,601,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0006 AGRITOPIA,04013_0006 AGRITOPIA,GOVERNOR-Republican,Total Vote Share,581,3029,711,1165,0.478231971,0.521768029,0.210960713,0.311323869,0.336084516,0.141630901,0.798283262,0.019478376,0.125123803,0.057114559,0.341754386,0.249473684,0.40877193,0.529064366,0.470935634,0.407370182,0.39091308,1.1040584,45.467381
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Aggregated,20,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Early Voting,439,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Election Day,97,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Provisional,0,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Total Turnout,556,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0007 AGUA FRIA,04013_0007 AGUA FRIA,GOVERNOR-Republican,Total Vote Share,536,1563,404,652,0.410025707,0.589974293,0.060179257,0.113316261,0.220870679,0.605633803,0.864363404,0.005758157,0.097888676,0.031989763,0.279180887,0.275767918,0.445051195,0.641876296,0.358123704,0.545508433,0.318854971,-0.38770318,37.160889
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Aggregated,20,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Early Voting,85,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Election Day,34,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Provisional,0,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Total Turnout,139,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0008 AGUILA,04013_0008 AGUILA,GOVERNOR-Republican,Total Vote Share,119,446,66,229,0.511210762,0.488789238,0.188340807,0.150224215,0.257847534,0.403587444,0.636363636,0,0.354545455,0.009090909,0.305882353,0.155294118,0.538823529,0.726089528,0.273910472,0.442902637,0.193461,0.57494712,41.689552
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Aggregated,80,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Early Voting,782,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Election Day,134,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Provisional,1,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Total Turnout,997,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0009 AHWATUKEE,04013_0009 AHWATUKEE,GOVERNOR-Republican,Total Vote Share,917,3631,1235,1197,0.476901798,0.523098202,0.096694215,0.184297521,0.315702479,0.40330578500000003,0.832828422,0.009088405,0.114293583,0.04378959,0.285546416,0.362808461,0.351645123,0.453782534,0.546217466,0.367918304,0.464910118,-1.0248291,35.301441
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Aggregated,0,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Early Voting,378,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Election Day,106,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Provisional,2,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Total Turnout,486,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0010 AIRLINE CANAL,04013_0010 AIRLINE CANAL,GOVERNOR-Republican,Total Vote Share,486,4891,1503,1305,0.472527473,0.527472527,0.22796974,0.331629524,0.307299121,0.133101615,0.548327519,0.056022984,0.320541761,0.075107737,0.393389501,0.324692158,0.281918341,0.667228495,0.332771505,0.354768014,0.193559505,1.2812707,47.063297
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Aggregated,70,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Early Voting,374,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Election Day,122,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Provisional,1,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Total Turnout,567,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0011 ALAMO,04013_0011 ALAMO,GOVERNOR-Republican,Total Vote Share,497,3578,1125,941,0.472855134,0.527144866,0.203745109,0.310508664,0.308552264,0.177193963,0.705422023,0.02627166,0.210452767,0.057853549,0.38694362,0.333827893,0.279228487,0.559419064,0.440580936,0.386851795,0.318570229,0.39826083,43.828617
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Aggregated,110,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Early Voting,1095,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Election Day,162,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Provisional,2,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Total Turnout,1369,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0012 ALEXANDER,04013_0012 ALEXANDER,GOVERNOR-Republican,Total Vote Share,1259,4938,1719,1722,0.486283276,0.513716724,0.138776337,0.175648298,0.333063209,0.352512156,0.796881328,0.00526529,0.083434589,0.114418793,0.2636422,0.367857907,0.368499893,0.241093917,0.758906083,0.187391251,0.609490078,-1.9744421,30.832087
AZ,MARICOPA,0013 ALHAMBRA,04013_0013 ALHAMBRA,GOVERNOR-Republican,Aggregated,20,1198,490,186,0.495733788,0.504266212,0.35475793,0.251252087,0.247078464,0.146911519,0.352253756,0.051752922,0.540901503,0.05509182,0.410636443,0.427201395,0.162162162,0.806899531,0.193100469,0.280350939,0.071902818,1.6468933,47.849697
AZ,MARICOPA,0013 ALHAMBRA,04013_0013 ALHAMBRA,GOVERNOR-Republican,Early Voting,52,1198,490,186,0.495733788,0.504266212,0.35475793,0.251252087,0.247078464,0.146911519,0.352253756,0.051752922,0.540901503,0.05509182,0.410636443,0.427201395,0.162162162,0.806899531,0.193100469,0.280350939,0.071902818,1.6468933,47.849697
AZ,MARICOPA,0013 ALHAMBRA,04013_0013 ALHAMBRA,GOVERNOR-Republican,Election Day,11,1198,490,186,0.495733788,0.504266212,0.35475793,0.251252087,0.247078464,0.146911519,0.352253756,0.051752922,0.540901503,0.05509182,0.410636443,0.427201395,0.162162162,0.806899531,0.193100469,0.280350939,0.071902818,1.6468933,47.849697
