state,jurisdiction,precinct_id,precinct_cbs,race_name,vote_mode,total_2022,total_reg,total_reg_dem,total_reg_rep,p_male,p_fem,p_age1,p_age2,p_age3,p_age4,p_race1,p_race2,p_race3,p_race4,p_ind,p_dem,p_rep,p_noncol,p_col,p_race1_noncol,p_race1_col,magafactor,magamean
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Aggregated,0,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Early Voting,62,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Election Day,10,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Provisional,0,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Total Turnout,72,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0032 ARENA,04013_0032 ARENA,US SENATE-Republican,Total Vote Share,72,251,64,114,0.525896414,0.474103586,0.103585657,0.22310757,0.374501992,0.298804781,0.693227092,0.019920319,0.250996016,0.035856574,0.261410788,0.265560166,0.473029046,0.589036178,0.410963822,0.387272846,0.305954245,2.4641609,55.101856
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Aggregated,0,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Early Voting,14,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Election Day,1,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Provisional,0,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Total Turnout,15,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0033 ARLINGTON,04013_0033 ARLINGTON,US SENATE-Republican,Total Vote Share,15,41,9,25,0.575,0.425,0.146341463,0.12195122,0.268292683,0.463414634,0.682926829,0,0.317073171,0,0.15,0.225,0.625,0.752095948,0.247904052,0.516764827,0.166162002,1.5082569,50.476189
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Aggregated,117,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Early Voting,418,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Election Day,61,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Provisional,0,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Total Turnout,596,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0034 ARROWHEAD RANCH,04013_0034 ARROWHEAD RANCH,US SENATE-Republican,Total Vote Share,479,1889,496,803,0.482703566,0.517296434,0.155190678,0.199152542,0.367584746,0.278072034,0.770248809,0.005823187,0.115404976,0.108523028,0.278333333,0.275555556,0.446111111,0.445474899,0.554525101,0.332486045,0.437762764,-0.11485923,40.233826
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Aggregated,198,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Early Voting,487,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Election Day,107,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Provisional,1,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Total Turnout,793,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0035 ARTESIAN,04013_0035 ARTESIAN,US SENATE-Republican,Total Vote Share,595,2878,801,1036,0.464660602,0.535339398,0.174079222,0.290132036,0.3161918,0.219596942,0.792216817,0.009034051,0.136205698,0.062543433,0.330051058,0.292122538,0.377826404,0.4970094,0.5029906,0.382830527,0.409386291,0.97464675,46.263416
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Aggregated,36,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Early Voting,246,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Election Day,70,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Provisional,2,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Total Turnout,354,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0036 ASANTE,04013_0036 ASANTE,US SENATE-Republican,Total Vote Share,318,2912,422,1448,0.497061873,0.502938127,0.221497253,0.34375,0.305975275,0.128777473,0.79536813,0.011061182,0.147597649,0.045973038,0.324421965,0.152456647,0.523121387,0.536658592,0.463341408,0.415631434,0.379736696,2.6122029,53.070229
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Aggregated,153,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Early Voting,402,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Election Day,144,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Provisional,1,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Total Turnout,700,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0037 ASHLAND RANCH,04013_0037 ASHLAND RANCH,US SENATE-Republican,Total Vote Share,547,4606,1150,1433,0.461622567,0.538377433,0.293095962,0.334563613,0.281155015,0.09118541,0.757748956,0.019344911,0.165091229,0.057814904,0.40538674,0.264732965,0.329880295,0.640341857,0.359658143,0.479153645,0.278595311,1.7892147,50.244526
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Aggregated,45,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Early Voting,174,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Election Day,49,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Provisional,2,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Total Turnout,270,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0038 ASPEN,04013_0038 ASPEN,US SENATE-Republican,Total Vote Share,225,1131,292,402,0.418439716,0.581560284,0.117595049,0.156498674,0.287356322,0.438549956,0.759504863,0.01061008,0.189213086,0.040671972,0.348356808,0.274178404,0.377464789,0.752612241,0.247387759,0.565727611,0.193777252,-0.067870386,40.334251
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Aggregated,180,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Early Voting,577,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Election Day,140,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Provisional,1,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Total Turnout,898,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0039 ASTER,04013_0039 ASTER,US SENATE-Republican,Total Vote Share,718,2082,521,973,0.504826255,0.495173745,0.129264777,0.183085055,0.3849111,0.302739068,0.897214217,0.004803074,0.046589817,0.051392891,0.242777496,0.264064876,0.493157628,0.365088167,0.634911833,0.322348342,0.574865875,0.014696443,40.153694
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Aggregated,234,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Early Voting,474,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Election Day,90,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Provisional,2,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Total Turnout,800,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0040 ATHENS,04013_0040 ATHENS,US SENATE-Republican,Total Vote Share,566,2725,661,1067,0.434846807,0.565153193,0.180815877,0.259463433,0.278574054,0.281146637,0.786788991,0.021651376,0.129174312,0.062385321,0.328932039,0.256699029,0.414368932,0.608075279,0.391924721,0.472927205,0.313861786,-0.33413219,37.28437
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Aggregated,72,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Early Voting,128,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Election Day,16,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Provisional,1,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Total Turnout,217,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0041 AUGUSTA,04013_0041 AUGUSTA,US SENATE-Republican,Total Vote Share,145,1250,470,277,0.472786353,0.527213647,0.2392,0.2392,0.312,0.2096,0.5344,0.0152,0.388,0.0624,0.371740959,0.39529016,0.232968881,0.747819627,0.252180373,0.379405947,0.154994053,0.32511792,41.22496
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Aggregated,297,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Early Voting,652,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Election Day,149,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Provisional,1,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Total Turnout,1099,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0042 AUGUSTA RANCH,04013_0042 AUGUSTA RANCH,US SENATE-Republican,Total Vote Share,802,3609,773,1514,0.483286908,0.516713092,0.188470067,0.245011086,0.365299335,0.201219512,0.801884178,0.013854253,0.141867553,0.042394015,0.333818817,0.225167492,0.441013691,0.578553097,0.421446903,0.447273547,0.354610631,1.0510195,45.388962
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Aggregated,243,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Early Voting,745,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Election Day,147,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Provisional,1,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Total Turnout,1136,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0043 AVIANO,04013_0043 AVIANO,US SENATE-Republican,Total Vote Share,893,4015,1030,1543,0.481927711,0.518072289,0.152715496,0.183358246,0.434230194,0.229696064,0.781818182,0.008219178,0.056787049,0.153175592,0.329424029,0.268438885,0.402137086,0.56694044,0.43305956,0.450428656,0.331389525,0.39238846,40.790791
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Aggregated,54,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Early Voting,139,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Election Day,52,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Provisional,1,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Total Turnout,246,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0044 AVIATION,04013_0044 AVIATION,US SENATE-Republican,Total Vote Share,192,1863,501,501,0.497012493,0.502987507,0.271604938,0.354804079,0.278582931,0.095008052,0.71160043,0.049409237,0.150912997,0.088077336,0.434217956,0.282891022,0.282891022,0.385671592,0.614328408,0.268681284,0.442919146,1.7349237,49.487453
AZ,MARICOPA,0045 AVONDALE,04013_0045 AVONDALE,US SENATE-Republican,Aggregated,0,2052,774,330,0.466009852,0.533990148,0.284251585,0.277913213,0.257922964,0.179912238,0.314968308,0.028278888,0.635299854,0.02145295,0.432390746,0.397943445,0.16966581,0.827879793,0.172120207,0.256362541,0.058605768,-0.34501317,38.858284
AZ,MARICOPA,0045 AVONDALE,04013_0045 AVONDALE,US SENATE-Republican,Early Voting,85,2052,774,330,0.466009852,0.533990148,0.284251585,0.277913213,0.257922964,0.179912238,0.314968308,0.028278888,0.635299854,0.02145295,0.432390746,0.397943445,0.16966581,0.827879793,0.172120207,0.256362541,0.058605768,-0.34501317,38.858284
