state,race_id,race_name,party,cbs_region,jurisdiction,precincts_reported,precinct_pct_reported,timestamp,estimate_eday_eday_lagged,estimate_eday_party_demo,estimate_eday_demo,estimate_absentee_absentee_lagged,estimate_absentee_party_demo,estimate_absentee_demo,estimate_early_early_lagged,estimate_early_party_demo,estimate_early_demo
NC,2572,President-Republican,Republican,4,SCOTLAND,0,0,2024-03-01T20:11:28Z,1020.8445065146145,1020.8445065146145,1020.8445065146146,321.8306070877075,284.7383025721369,345.29710528425727,1088.1900219238648,801.6545087794688,1088.1900219238648
NC,2572,President-Republican,Republican,4,STANLY,0,0,2024-03-01T20:11:28Z,8900.794642634304,8803.65207827489,8790.59678070787,2614.388275288364,2287.5963225612636,2310.04173591965,5839.154380426881,5530.871538456735,5839.154380426881
NC,2572,President-Republican,Republican,4,STOKES,0,0,2024-03-01T20:11:28Z,7604.2892387285465,7604.289238728546,7604.2892387285465,1519.6678619669697,1923.7543196024142,2021.0650710791622,4957.008425746124,4679.882827848898,4957.008425746124
NC,2572,President-Republican,Republican,5,ALEXANDER,0,0,2024-03-01T20:11:28Z,4737.043260317159,4713.315198986347,4702.8211156584075,1414.0259282839586,1391.6301887957843,1487.0646974977547,3702.863005448371,3489.057350130682,3702.863005448371
NC,2572,President-Republican,Republican,5,ALLEGHANY,0,0,2024-03-01T20:11:28Z,1361.243757318505,1361.243757318505,1361.243757318505,98.0664687624257,394.50567486730824,416.776720669739,1001.6456167935833,946.0795332006236,1001.6456167935833
NC,2572,President-Republican,Republican,5,ASHE,0,0,2024-03-01T20:11:28Z,3893.4874616492352,3893.4874616492352,3893.4874616492352,819.311647426499,1082.564300744887,1189.5358246523062,2919.9932136498905,2703.883696317776,2919.9932136498905
NC,2572,President-Republican,Republican,5,AVERY,0,0,2024-03-01T20:11:28Z,4245.356087721311,4245.356087721309,4245.356087721309,410.3018865341826,849.2841103794741,912.6898239353878,2208.5461390772434,2087.2286543678856,2208.5461390772434
NC,2572,President-Republican,Republican,5,BUNCOMBE,0,0,2024-03-01T20:11:28Z,15515.818749111735,17253.02876420197,17399.700110259953,3387.449868519922,5158.193932269625,5447.064910694807,13234.701962104804,12878.570037091305,13234.701962104804
NC,2572,President-Republican,Republican,5,BURKE,0,0,2024-03-01T20:11:28Z,8242.674714307177,8218.1644561987,8244.925615141083,2830.3277886493292,2640.652020413503,2732.138351126358,6713.190402681048,6656.393018819267,6713.190402681048
NC,2572,President-Republican,Republican,5,CALDWELL,0,0,2024-03-01T20:11:28Z,10360.185288225255,10407.834374860267,10515.478613977282,3853.435102984774,2981.508244243296,3146.9505971586887,7810.451949010894,7423.053512365945,7810.451949010894
NC,2572,President-Republican,Republican,5,CATAWBA,0,0,2024-03-01T20:11:28Z,16549.24366051442,16549.243660514418,16549.243660514425,4886.061935400385,5339.823668323561,5289.183025799627,12893.273749066164,13462.985536115457,12893.273749066164
NC,2572,President-Republican,Republican,5,CHEROKEE,0,0,2024-03-01T20:11:28Z,5637.66773315761,5674.210757737532,5663.26302537589,434.9193456230392,1406.409370487049,1570.6635607948112,3913.6732506302897,3597.1691966333296,3913.6732506302897
NC,2572,President-Republican,Republican,5,CLAY,0,0,2024-03-01T20:11:28Z,2066.970954760234,2066.9709547602333,2066.9709547602333,349.02793945469523,579.6638049327232,648.0468344239083,1610.1888342817574,1481.7468231020578,1610.1888342817574
NC,2572,President-Republican,Republican,5,CLEVELAND,0,0,2024-03-01T20:11:28Z,8913.599256544147,9047.60385145953,9021.958137602433,2814.753525069423,2590.6739958693465,2655.1908307092344,7339.710844632849,6715.666057523104,7339.710844632849
NC,2572,President-Republican,Republican,5,GRAHAM,0,0,2024-03-01T20:11:28Z,1410.5274918434766,1221.60923190873,1239.5568396031172,182.1414247043416,368.64728807448574,391.01296501386815,941.3814752278178,909.0388935943637,941.3814752278178
NC,2572,President-Republican,Republican,5,HAYWOOD,0,0,2024-03-01T20:11:28Z,6808.150956296484,6808.150956296483,6808.150956296483,1358.1113988445527,1956.5188265861168,2156.641603732198,5336.627891126087,4925.081042006039,5336.627891126087
NC,2572,President-Republican,Republican,5,HENDERSON,0,0,2024-03-01T20:11:28Z,13325.088467810943,13170.87185621356,13181.342827410119,2050.872870597653,3862.1901789654253,4067.0124674429326,9865.344605332286,9705.216067676478,9865.344605332286
NC,2572,President-Republican,Republican,5,IREDELL,0,0,2024-03-01T20:11:28Z,23503.00926228829,22854.8133955739,23038.6005148842,4474.12606241239,6133.264933510592,6274.066418733898,16009.46838480687,15747.190454370055,16009.46838480687
NC,2572,President-Republican,Republican,5,JACKSON,0,0,2024-03-01T20:11:28Z,3305.1447362014073,3305.144736201407,3305.1447362014073,841.0082243514961,1001.855817866679,978.4529422416624,2226.8159169336877,2333.337542650059,2226.8159169336877
NC,2572,President-Republican,Republican,5,MACON,0,0,2024-03-01T20:11:28Z,4856.383002044596,4972.552742099973,5079.361093301728,761.6146081290663,1506.4856054923998,1642.8480648372126,4030.149645754897,3797.2961235826224,4030.149645754897
NC,2572,President-Republican,Republican,5,MADISON,0,0,2024-03-01T20:11:28Z,2006.2852145199085,1903.6532040832656,1932.8186244787573,511.20598065211317,564.967440638547,601.8685485551255,1454.549558395237,1395.1753695389623,1454.549558395237
NC,2572,President-Republican,Republican,5,MCDOWELL,0,0,2024-03-01T20:11:28Z,5835.373193761772,5263.812097976087,5379.295922063413,1527.9239669380538,1510.293319701861,1659.207781569643,4156.310343134543,3876.8874710797877,4156.310343134543
NC,2572,President-Republican,Republican,5,MITCHELL,0,0,2024-03-01T20:11:28Z,2978.657823330791,2541.343732599822,2594.681654411105,227.55795167198332,792.2217489073494,841.8935738667029,2020.9670715159787,1915.613563130697,2020.9670715159787
NC,2572,President-Republican,Republican,5,POLK,0,0,2024-03-01T20:11:28Z,2058.0105286891817,2058.0105286891817,2058.0105286891812,776.8382006974454,738.6040297850544,799.3652073094911,1993.275373072542,1872.1823234883627,1993.275373072542
NC,2572,President-Republican,Republican,5,RUTHERFORD,0,0,2024-03-01T20:11:28Z,7826.755080791353,7826.755080791354,7826.755080791354,2333.395389861538,2144.763249301204,2298.5267004047196,5842.6524394006465,5416.690125687297,5842.6524394006465
NC,2572,President-Republican,Republican,5,SURRY,0,0,2024-03-01T20:11:28Z,7306.595510197499,7318.945276752965,7304.373389220195,1480.7853953564006,2535.3418454252246,2607.8552676718805,6315.36103360313,6205.319583220911,6315.36103360313
NC,2572,President-Republican,Republican,5,SWAIN,0,0,2024-03-01T20:11:28Z,1064.353381386208,1036.2030230244643,1050.5065880492334,256.32721710807044,362.9207025104459,327.8242405035175,678.8367294922713,804.365527308867,678.8367294922713
NC,2572,President-Republican,Republican,5,TRANSYLVANIA,0,0,2024-03-01T20:11:28Z,3425.11954467301,3394.6403972053927,3396.0277074923447,659.7434990416577,1025.440784762298,1101.4991878526687,2727.5535978671,2563.5108195391804,2727.5535978671
NC,2572,President-Republican,Republican,5,WATAUGA,0,0,2024-03-01T20:11:28Z,3450.816211092871,3450.8162110928715,3450.816211092871,1166.0442276669223,1539.942516552364,1592.6082102893226,3820.2377382399245,3879.6882241792932,3820.2377382399245
NC,2572,President-Republican,Republican,5,WILKES,0,0,2024-03-01T20:11:28Z,11948.373513852639,11906.199695885589,11912.228511134614,1842.70266848164,2742.2049503018025,2955.3537105022515,7326.895101730097,6953.1199196382895,7326.895101730097
NC,2572,President-Republican,Republican,5,YADKIN,0,0,2024-03-01T20:11:28Z,6966.495824390473,6966.495824390472,6966.495824390472,1437.3701513965618,1631.1760582998145,1721.482936974747,4207.077553446536,4129.29899889371,4207.077553446536
NC,2572,President-Republican,Republican,5,YANCEY,0,0,2024-03-01T20:11:28Z,2260.8990266523706,2260.761210652853,2259.126193027737,368.9712197237817,660.8207687289948,714.8986824851414,1743.2672094172935,1633.309435722562,1743.2672094172935
