cbs_region,jurisdiction,precincts_reported,precinct_pct_reported,county_total_turnout,county_total_early,county_total_absentee,county_total_election_day,timestamp,estimate_eday_eday_lagged,estimate_eday_party_demo,estimate_eday_demo,estimate_absentee_absentee_lagged,estimate_absentee_party_demo,estimate_absentee_demo,estimate_early_early_lagged,estimate_early_party_demo,estimate_early_demo,race_name,party,state
1,BEAUFORT,17,0.6296296296296297,1840,909,31,900,2024-03-06T02:15:59Z,NA,NA,NA,11.887216439720534,14.947521326898219,16.84459684925725,447.00472361428797,510.35723535554354,447.00472361428797,President-Democrat,Democrat,NC
1,BERTIE,3,0.1875,976,970,6,0,2024-03-06T02:15:59Z,NA,NA,NA,6.50734684010657,6.275529191687901,4.277498876594059,486.4549834055409,389.5677123969492,486.4549834055409,President-Democrat,Democrat,NC
1,BLADEN,11,0.4782608695652174,1623,1201,13,409,2024-03-06T02:15:59Z,NA,NA,NA,9.517765313980725,11.244869018664614,12.281246096667573,485.89838447393805,472.73647083513396,485.89838447393805,President-Democrat,Democrat,NC
1,BRUNSWICK,27,1,4818,4591,227,0,2024-03-06T02:15:59Z,NA,-3.969047313034935e-15,-1.7631729409828267e-13,31.534582630959903,60.50603561083758,54.46590278919438,884.7624148870415,1189.5659152748374,884.7624148870415,President-Democrat,Democrat,NC
1,CAMDEN,4,0.6666666666666666,182,0,2,180,2024-03-06T02:15:59Z,NA,NA,NA,1.455757939968661,2.26326963691735,2.564726660779146,48.93345210873879,67.3966667995641,48.93345210873879,President-Democrat,Democrat,NC
1,CARTERET,25,0.9615384615384616,1463,1414,49,0,2024-03-06T02:15:59Z,1.094112862297658,-1.8041124150158794e-15,-5.3540505362548174e-14,20.84327782437615,23.746203548715176,20.421916959429794,302.73109403656554,430.1205813188614,302.73109403656554,President-Democrat,Democrat,NC
1,CHOWAN,0,0,0,0,0,0,2024-03-06T02:15:59Z,-4.246603069191224e-15,3.3306690738754696e-15,1.3433698597964394e-14,7.251852105514069,4.6378515575127075,5.054835763339879,165.51011148266474,181.720804047337,165.51011148266474,President-Democrat,Democrat,NC
1,COLUMBUS,21,1,2291,1047,46,1198,2024-03-06T02:15:59Z,515.0580072281859,491.2193427432265,491.21934274322655,10.377230900987211,20.23001726504998,20.81932488219776,682.5754316454539,688.5219254402017,682.5754316454539,President-Democrat,Democrat,NC
1,CRAVEN,21,1,4424,2913,88,1423,2024-03-06T02:15:59Z,435.6253353964903,435.62533539649024,435.6253353964903,34.143493867507416,31.688769448422413,35.66305924492027,839.6082501424883,960.1932364355848,839.6082501424883,President-Democrat,Democrat,NC
1,CUMBERLAND,77,1,17789,9064,188,8537,2024-03-06T02:15:59Z,3925.204174712882,3798.3686526051893,3798.368652605189,83.93103574833324,103.83762449622468,123.89719660758706,4953.123471085691,4109.957291905642,4953.123471085691,President-Democrat,Democrat,NC
1,CURRITUCK,0,0,0,0,0,0,2024-03-06T02:15:59Z,NA,NA,NA,8.151352782497229,7.412686082687257,6.713573190922405,102.96986815566565,146.95358415425193,102.96986815566565,President-Democrat,Democrat,NC
1,DARE,11,0.5,1553,750,31,772,2024-03-06T02:15:59Z,NA,NA,NA,15.919809518769698,19.858825589209093,15.622626502113476,215.2230906788486,321.5356659370145,215.2230906788486,President-Democrat,Democrat,NC
1,DUPLIN,19,1,1171,774,19,378,2024-03-06T02:15:59Z,153.33567113183284,153.3356711318329,153.33567113183292,8.344233304324105,15.365350849872387,17.78547766704603,513.709569371462,504.332351953616,513.709569371462,President-Democrat,Democrat,NC
1,EDGECOMBE,14,0.5384615384615384,3629,2463,14,1152,2024-03-06T02:15:59Z,NA,NA,NA,12.420120552467642,15.794310458122014,11.881942548737365,1309.069180156997,1049.017166934341,1309.069180156997,President-Democrat,Democrat,NC
1,GATES,2,0.2222222222222222,531,524,7,0,2024-03-06T02:15:59Z,NA,NA,NA,3.4455170808560527,4.300722068803206,4.355429777918877,154.53859331963844,159.56696075574823,154.53859331963844,President-Democrat,Democrat,NC
1,GREENE,10,1,571,508,63,0,2024-03-06T02:15:59Z,-1.1657341758564144e-15,1.0894063429134349e-15,2.165628787409446e-14,4.359261459359839,6.158736487545567,6.26961879207794,250.91669594067147,239.58308761926224,250.91669594067147,President-Democrat,Democrat,NC
1,HALIFAX,9,0.36,3355,2541,53,761,2024-03-06T02:15:59Z,NA,NA,NA,16.258009945939644,19.24236262614523,15.525837420180022,1216.3744872022985,977.7506507106546,1216.3744872022985,President-Democrat,Democrat,NC
1,HARNETT,13,1,5156,2189,106,2861,2024-03-06T02:15:59Z,828.4271290615393,828.4271290615393,828.4271290615393,31.004258119949174,39.06746671447368,45.0424769468504,1046.9039147361937,1065.370353146802,1046.9039147361937,President-Democrat,Democrat,NC
1,HERTFORD,13,1,2167,982,0,1185,2024-03-06T02:15:59Z,767.1653953281482,767.1653953281481,767.1653953281482,9.092657818893484,6.954034337311138,4.02722451560639,574.1680727141813,445.06299177252237,574.1680727141813,President-Democrat,Democrat,NC
1,HYDE,0,0,0,0,0,0,2024-03-06T02:15:59Z,NA,NA,NA,1.223286864444864,2.52568845109849,2.193099513582369,54.343640927253134,64.652138278129,54.343640927253134,President-Democrat,Democrat,NC
1,JONES,9,0.9,635,201,2,432,2024-03-06T02:15:59Z,NA,NA,NA,2.5331451726448853,2.980284846904962,3.6393647646498635,124.94696555209153,131.14970424550484,124.94696555209153,President-Democrat,Democrat,NC
